,placeUrl,title,rating,reviewCount,category,attributes,address,website,phoneNumber,monday,tuesday,wednesday,thursday,friday,saturday,sunday,currentStatus,info,imgUrl,isClaimed,latitude,longitude,timestamp
11,https://www.google.com/maps/place/Coffee+Factory/data=!4m7!3m6!1s0x1354144c422807ff:0x975106862ca434ab!8m2!3d41.9992428!4d21.4234927!16s%2Fg%2F1td7wbvn!19sChIJ_wcoQkwUVBMRqzSkLIYGUZc,Coffee Factory,4.4,208,Cafe,·  Delivery,"Aminta Treti 33, Skopje 1000, North Macedonia",https://www.facebook.com/coffeefactoryskopje/,+389 70 329 946,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,10a.m.–12a.m.,Open now,,https://lh5.googleusercontent.com/p/AF1QipMMFf5eWGENSHhmwTgQu-5k1Bfq8Lwh39Kidpkc=w408-h544-k-no,FALSE,41.9991875,21.4234375,2022-11-10T11:43:35.781Z
12,https://www.google.com/maps/place/Knox/data=!4m7!3m6!1s0x135415f2e3ad63fb:0x2cd133a77f4fc1a7!8m2!3d41.9925706!4d21.4413291!16s%2Fg%2F11ghrfqy67!19sChIJ-2Ot4_IVVBMRp8FPf6cz0Sw,Knox,4.1,120,Cafe,·  Delivery,"Skopje 1000 706, Skopje 1000, North Macedonia",,+389 75 304 009,8:30a.m.–12a.m.,8:30a.m.–12a.m.,8:30a.m.–12a.m.,8:30a.m.–12a.m.,8:30a.m.–12a.m.,8:30a.m.–12a.m.,8:30a.m.–12a.m.,Open now,,https://lh5.googleusercontent.com/p/AF1QipMf75OzRpI7rdfvzqE6x8BQO0sUrA1Z8xNPA7Np=w408-h306-k-no,FALSE,41.9925625,21.4413125,2022-11-10T11:43:40.258Z
13,https://www.google.com/maps/place/Shakespeare+Coffee+Bar/data=!4m7!3m6!1s0x135415e93bb98e8f:0xe2051014656cbda!8m2!3d41.9982885!4d21.423504!16s%2Fg%2F11kfnv39vz!19sChIJj465O-kVVBMR2stWRgFRIA4,Shakespeare Coffee Bar,4.6,125,Cafe,·  Curbside pickup  ·  Delivery,"Blvd. Partizanski Odredi 23, lok.4, Skopje; 1000, Skopje, North Macedonia",,+389 78 217 435,,,,,,,,,LGBTQ+ friendly,https://lh5.googleusercontent.com/p/AF1QipPMpqIt3F9DTk5KglxaCp69QHvEgSU3S2vvAgeX=w408-h272-k-no,TRUE,41.9983125,21.4235625,2022-11-10T11:43:44.368Z
14,https://www.google.com/maps/place/Cafe+%E2%80%9EPablo%E2%80%9C/data=!4m7!3m6!1s0x135414403121d203:0x74eb1d1c86731517!8m2!3d41.9988022!4d21.4047406!16s%2Fg%2F11h16936b!19sChIJA9IhMUAUVBMRFxVzhhwd63Q,Cafe „Pablo“,4.6,88,Cafe,·  Delivery,"XCX3+GVH, Ulica Bruce Lee, Skopje, North Macedonia",,+389 2 309 8175,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–1a.m.,9a.m.–1a.m.,9a.m.–12a.m.,Open now,,https://lh5.googleusercontent.com/p/AF1QipOa-Fr1KhFg_4epGDa-cZpHzNxFIMp7Wc7l8nOL=w408-h306-k-no,FALSE,,,2022-11-10T11:43:47.097Z
15,https://www.google.com/maps/place/Get/data=!4m7!3m6!1s0x135415decb1471bf:0xdedeba5b48ea76b!8m2!3d41.9727586!4d21.444993!16s%2Fg%2F11b6hy8vxq!19sChIJv3EUy94VVBMRa6eOtKXr7Q0,Get,4.4,1901,Cafe,·  Dine-in  ·  Takeout  ·  Delivery,"Skopje 1000, North Macedonia",,+389 2 277 7457,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–1a.m.,8a.m.–1a.m.,9a.m.–12a.m.,Open now,,https://lh5.googleusercontent.com/p/AF1QipMnZYZBz7sNq8JIHuHR9n4sJL3uOVRplXH07hV4=w408-h544-k-no,TRUE,41.9728125,21.4449375,2022-11-10T11:43:51.831Z
16,https://www.google.com/maps/place/Coffee+shop+Mulliri/data=!4m7!3m6!1s0x135415aa1bd9154f:0x94888837ab219b8a!8m2!3d41.9976606!4d21.4345951!16s%2Fg%2F11fn13xgxh!19sChIJTxXZG6oVVBMRipshqzeIiJQ,Coffee shop Mulliri,4.3,160,Cafe,·  Dine-in  ·  Takeout  ·  Delivery,"Chair, Skopje, 1000, North Macedonia",,,7a.m.–11p.m.,7a.m.–11p.m.,7a.m.–11p.m.,7a.m.–11p.m.,7a.m.–11p.m.,7a.m.–11p.m.,7a.m.–11p.m.,Open now,,https://lh5.googleusercontent.com/p/AF1QipOKivFGqDs8E-6VLsRIoN93Um-vT6ix4PYeXPMo=w408-h862-k-no,FALSE,41.9976875,21.4345625,2022-11-10T11:43:56.267Z
17,https://www.google.com/maps/place/Mon+Ami/data=!4m7!3m6!1s0x135415dd86811c6f:0x55c5875cea7984c2!8m2!3d42.0004454!4d21.4372167!16s%2Fg%2F11j09yk2_r!19sChIJbxyBht0VVBMRwoR56lyHxVU,Mon Ami,4.7,9,Cafe,·  Dine-in,"Lazar Tanev 42, Skopje 1000, North Macedonia",,+389 75 839 288,8a.m.–10p.m.,8a.m.–10p.m.,8a.m.–10p.m.,8a.m.–10p.m.,8a.m.–10p.m.,8a.m.–10p.m.,8a.m.–10p.m.,Open now,,https://lh5.googleusercontent.com/p/AF1QipMqJ2OF1tV8G-huej55hyKYV-UFPWdFN1YiIwJA=w408-h306-k-no,FALSE,42.0004375,21.4371875,2022-11-10T11:44:00.281Z
18,https://www.google.com/maps/place/La+CAFE/data=!4m7!3m6!1s0x1354153c20728c65:0x25d83c32287d7d84!8m2!3d42.0302743!4d21.4454518!16s%2Fg%2F11d_bydvww!19sChIJZYxyIDwVVBMRhH19KDI82CU,La CAFE,4.3,100,Cafe,·  Delivery,"Kraishka 20, Skopje 1000, North Macedonia",,,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,Open now,,https://lh5.googleusercontent.com/p/AF1QipMgvV315EDoszlmtwQc48_ugvNRsVHigTxkCQEJ=w408-h544-k-no,FALSE,42.0303125,21.4454375,2022-11-10T11:44:04.642Z
19,https://www.google.com/maps/place/Joy+Cafe+and+Bakery/data=!4m7!3m6!1s0x13541444863043cd:0x39e661964e992870!8m2!3d42.0054288!4d21.4108849!16s%2Fg%2F11f5dfycm6!19sChIJzUMwhkQUVBMRcCiZTpZh5jk,Joy Cafe and Bakery,4.5,588,Bakery,·  Dine-in  ·  Takeout,"Nikola Tesla 9a, Skopje 1000, North Macedonia",https://www.facebook.com/joycafeandbakery,+389 2 307 6955,7:30a.m.–6p.m.,7:30a.m.–6p.m.,7:30a.m.–6p.m.,7:30a.m.–6p.m.,7:30a.m.–6p.m.,8a.m.–4p.m.,9a.m.–4p.m.,Open now,,https://lh5.googleusercontent.com/p/AF1QipP6v1S0ZgFf61sI-nf-xrlnZ5UAs7Qa2jY1D0mX=w408-h271-k-no,TRUE,42.0054375,21.4109375,2022-11-10T11:44:09.222Z
20,https://www.google.com/maps/place/Caffe+Happy/data=!4m7!3m6!1s0x135415953fbb1593:0x5ba43c772f6d1116!8m2!3d41.9886032!4d21.452974!16s%2Fg%2F1tg3f59x!19sChIJkxW7P5UVVBMRFhFtL3c8pFs,Caffe Happy,4.4,187,Cafe,·  Delivery,"XFQ3+C5X, Boulevard Jane Sandanski, Skopje 1000, North Macedonia",,+389 72 702 001,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–1a.m.,8a.m.–1a.m.,8a.m.–12a.m.,Open now,,https://lh5.googleusercontent.com/p/AF1QipMocyVr2ZiR1R01isjg9UR_FdIg-QhQj3GVF5Hm=w507-h240-k-no,FALSE,,,2022-11-10T11:44:12.123Z
21,https://www.google.com/maps/place/Cafe+Le+Petit/data=!4m7!3m6!1s0x1354159d1550e1bd:0xba2374528fff05c3!8m2!3d42.0027078!4d21.4612891!16s%2Fg%2F11g6qhjtz5!19sChIJveFQFZ0VVBMRwwX_j1J0I7o,Cafe Le Petit,4.6,643,Cafe,·  Delivery,"Trifun Hadzijanev K3, Skopje 1000, North Macedonia",https://www.facebook.com/LePetitCafe1999/,+389 70 235 176,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,12–11p.m.,Open now,,https://lh5.googleusercontent.com/p/AF1QipN7ZpQekyKGblKYny8OhiackvWoTkPik6yLrcmq=w408-h481-k-no,TRUE,42.0026875,21.4613125,2022-11-10T11:44:17.618Z
22,https://www.google.com/maps/place/Phoenix+Coffee+Bar/data=!4m7!3m6!1s0x135415b0be4e1e87:0xabf0b643b7df9800!8m2!3d42.0021226!4d21.3902609!16s%2Fg%2F11j0l79j6v!19sChIJhx5OvrAVVBMRAJjft0O28Ks,Phoenix Coffee Bar,4.9,14,Cafe,,"Московска 7, Skopje 1000, North Macedonia",https://phoenix-coffee-bar.business.site/?utm_source=gmb&utm_medium=referral,+389 77 743 063,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,10a.m.–10p.m.,Open now,,https://lh5.googleusercontent.com/p/AF1QipMDfpVoedP2Fy4q36lCDpF0qDlodnH5Eda8uqi_=w426-h240-k-no,TRUE,42.0020625,21.3903125,2022-11-10T11:44:22.870Z
23,https://www.google.com/maps/place/%D0%91%D1%83%D0%BA%D0%B2%D0%B0+%2F+Bookva/data=!4m7!3m6!1s0x13541595f4c04bad:0xa1db00726f5fa856!8m2!3d41.9930154!4d21.4309489!16s%2Fg%2F11q8858lw3!19sChIJrUvA9JUVVBMRVqhfb3IA26E,Буква / Bookva,4.6,26,Cafe,,"Centar, Skopje, 1000, North Macedonia",https://www.facebook.com/bukva.bookva/,+389 72 213 107,11a.m.–11p.m.,11a.m.–11p.m.,11a.m.–11p.m.,11a.m.–11p.m.,11a.m.–11p.m.,11a.m.–11p.m.,12–11p.m.,Open now,,https://lh5.googleusercontent.com/p/AF1QipNkIe1yjy-sX-eVB9MpwR3_r57VlE4ifIeKDy7N=w408-h543-k-no,FALSE,41.9930625,21.4310625,2022-11-10T11:44:27.879Z
24,https://www.google.com/maps/place/Play+Cafe/data=!4m7!3m6!1s0x1354146dfdab84bd:0x784a9b6587c19c5f!8m2!3d42.0038865!4d21.3923501!16s%2Fg%2F12hl2djqt!19sChIJvYSr_W0UVBMRX5zBh2WbSng,Play Cafe,4.2,807,Cafe,·  Takeout,"Skopje 1000, North Macedonia",https://skopjecitymall.mk/lokali/play-city-caffe/,+389 78 212 271,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–1a.m.,8a.m.–1a.m.,8a.m.–12a.m.,Open now,,https://lh5.googleusercontent.com/p/AF1QipPfAoZpmvHwfz8hZ8dxH0wAzZEXNNjj8cFBg2c1=w408-h306-k-no,TRUE,42.0039375,21.3923125,2022-11-10T11:44:32.746Z
25,https://www.google.com/maps/place/Mola/data=!4m7!3m6!1s0x1354152ed23e6fc7:0x64efe99257b942e3!8m2!3d41.9999718!4d21.4362468!16s%2Fg%2F11qm3n6nqj!19sChIJx28-0i4VVBMR40K5V5Lp72Q,Mola,4.9,60,Cafe,·  Takeout,"Salih Asim 23 Skopje old bazaar MK, 1000, North Macedonia",https://www.instagram.com/mola_coffee.house/?igshid=bcoct6np2tk4,+389 70 929 840,8a.m.–11p.m.,8a.m.–11p.m.,8a.m.–11p.m.,8a.m.–11p.m.,8a.m.–11p.m.,8a.m.–11p.m.,Closed,Open now,,https://lh5.googleusercontent.com/p/AF1QipObnV3zY3KQsHo0Pn6ZxAgq4iAaUj9Y47xVc3YE=w408-h544-k-no,TRUE,41.9999375,21.4361875,2022-11-10T11:44:37.125Z
26,https://www.google.com/maps/place/Like+Cafe/data=!4m7!3m6!1s0x135415bf905ab0d9:0xd289958d8e2f3860!8m2!3d41.9888706!4d21.4493384!16s%2Fg%2F11c1_tqpv_!19sChIJ2bBakL8VVBMRYDgvjo2VidI,Like Cafe,4.4,308,Cafe,·  Delivery,"XCQX+GPW, Skopje 1000, North Macedonia",https://likecaffe.mk/,+389 78 393 902,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,Open now,,https://lh5.googleusercontent.com/p/AF1QipN2Aaki1885cpv4QlBQF7eVrmmmK6Bg6KDrg1nP=w408-h474-k-no,FALSE,,,2022-11-10T11:44:40.603Z
27,https://www.google.com/maps/place/%D0%9A%D0%B0%D1%84%D0%B5+%D0%B1%D0%B0%D1%80+%D0%A1%D0%B0%D0%BC%D0%BE+%2F+Samo+Caffe+Bar/data=!4m7!3m6!1s0x135415be2372e38f:0x3565ae91dcf2211e!8m2!3d42.0002193!4d21.4251577!16s%2Fg%2F11fkd_b65t!19sChIJj-NyI74VVBMRHiHy3JGuZTU,Кафе бар Само / Samo Caffe Bar,4.7,179,Cafe,·  Delivery,"Orce Nikolov 75, Skopje 1000, North Macedonia",https://www.facebook.com/bgcsamo/,+389 70 270 599,4p.m.–12a.m.,4p.m.–12a.m.,4p.m.–12a.m.,4p.m.–12a.m.,5p.m.–1a.m.,5p.m.–1a.m.,4p.m.–12a.m.,Closed,,https://lh5.googleusercontent.com/p/AF1QipP3KY96eZik5EINBwyagorAV0kaII3C06-5n1XB=w426-h240-k-no,TRUE,42.0001875,21.4251875,2022-11-10T11:44:45.445Z
28,https://www.google.com/maps/place/Che/data=!4m7!3m6!1s0x13541448ca5d7a8d:0x596bbbd6ef83e5b7!8m2!3d41.998988!4d21.417251!16s%2Fg%2F11bxdybm5q!19sChIJjXpdykgUVBMRt-WD79a7a1k,Che,4.7,823,Coffee shop,·  Delivery,"2, Kosturski Heroi 15, Skopje 1000, North Macedonia",https://m.facebook.com/login.php?next=https%3A%2F%2Fm.facebook.com%2FCafeBarChe&refsrc=deprecated&_rdr,+389 78 383 893,8a.m.–12p.m.,8a.m.–12p.m.,8a.m.–12p.m.,8a.m.–12p.m.,8a.m.–1a.m.,8a.m.–1a.m.,8a.m.–12p.m.,Closed,,https://lh5.googleusercontent.com/p/AF1QipOrtQoJ7CWrTOqoiM9EuXXGKhOf-H3EbcRiRtHN=w408-h544-k-no,FALSE,41.9989375,21.4173125,2022-11-10T11:44:49.835Z
29,https://www.google.com/maps/place/Rendezvous/data=!4m7!3m6!1s0x13541435cfd20189:0x26dbe68b156a1f4d!8m2!3d41.9914922!4d21.4224409!16s%2Fg%2F11gd9xr614!19sChIJiQHSzzUUVBMRTR9qFYvm2yY,Rendezvous,4.6,242,Cafe,·  Takeout  ·  Delivery,"Мајка Тереза Skopje 1000 MK, 1000, North Macedonia",,+389 78 246 893,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,9a.m.–12a.m.,Closed,Open now,,https://lh5.googleusercontent.com/p/AF1QipMTvg1xHEQ3r8QjbxQWn7DodJprlG_uIbAs-Mu5=w408-h725-k-no,TRUE,41.9914375,21.4224375,2022-11-10T11:44:54.359Z
30,https://www.google.com/maps/place/Vinyl+Coffee+Bar/data=!4m7!3m6!1s0x1354146a29cc45ed:0x2ce0d1dfd6087df8!8m2!3d42.0051043!4d21.423496!16s%2Fg%2F11c1wywff5!19sChIJ7UXMKWoUVBMR-H0I1t_R4Cw,Vinyl Coffee Bar,4.5,376,Cafe,·  Takeout  ·  Dine-in  ·  Delivery,"Park Ezerce, Skopje 1000, North Macedonia",https://vinylcafe.business.site/,+389 70 685 816,8a.m.–1a.m.,8a.m.–1a.m.,8a.m.–1a.m.,8a.m.–1a.m.,8a.m.–1a.m.,8a.m.–1a.m.,10a.m.–12a.m.,Open now,,https://lh5.googleusercontent.com/p/AF1QipOXh2Wl4TWySeyOA7F3z7pvom2DZJDp2jxfBOh3=w408-h408-k-no,TRUE,42.0050625,21.4234375,2022-11-10T11:44:58.970Z
31,https://www.google.com/maps/place/Caffe+Izzi/data=!4m7!3m6!1s0x1354143649b000b1:0x9f0daded1c89a7ca!8m2!3d41.9927643!4d21.4191583!16s%2Fg%2F1hg502lf_!19sChIJsQCwSTYUVBMRyqeJHO2tDZ8,Caffe Izzi,4.4,332,Cafe,·  Delivery,"XCV9+4M3, Vasil Gjorgov, Skopje 1000, North Macedonia",,+389 2 612 1806,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–1a.m.,8a.m.–1a.m.,8a.m.–12a.m.,Open now,,https://lh5.googleusercontent.com/p/AF1QipOO-7zV_qOrx8T-CSM3mFEwXwXMj4dq0U4_ua1_=w408-h725-k-no,FALSE,,,2022-11-10T11:45:02.072Z
32,https://www.google.com/maps/place/Sweet+Life+Saraj/data=!4m7!3m6!1s0x135413e6588187df:0xa830797169c12b93!8m2!3d42.0058701!4d21.3330438!16s%2Fg%2F11q35gb8bp!19sChIJ34eBWOYTVBMRkyvBaXF5MKg,Sweet Life Saraj,4.5,15,Cafe,·  Dine-in  ·  Takeout  ·  Delivery,"Skopje, Saraj Ul.20 br.bb Saraj-Skopje Skopje MK, 1062, North Macedonia",,+389 70 338 838,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,Open now,,https://lh5.googleusercontent.com/p/AF1QipM2ae3HrhrAFqC50FClEyZMgVmJmMsEH2K_2y5_=w408-h544-k-no,FALSE,42.0058125,21.3330625,2022-11-10T11:45:07.137Z
33,https://www.google.com/maps/place/Urban+Cafe/data=!4m7!3m6!1s0x135415743f852473:0x7d3a207cef952d47!8m2!3d41.9998909!4d21.4371994!16s%2Fg%2F11h03ylss2!19sChIJcySFP3QVVBMRRy2V73wgOn0,Urban Cafe,4.6,25,Cafe,,"Bitpazarska 15, Skopje 1000, North Macedonia",https://www.facebook.com/urbancafeofficial/?modal=admin_todo_tour,+389 78 277 148,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,Open now,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qx70pExi-xOETHyGOv6P-g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=9.282029&pitch=0&thumbfov=100,FALSE,41.9999375,21.4371875,2022-11-10T11:45:11.744Z
